Optional Field 1,Optional Field 2,Optional Field 3,Optional Field 4
Slane & Slane - Sterling silver fenestra pave diamond cluster post earring .54tcw,http://store.jrdunn.com/product-p/ss00ss454p-pavejrd.htm,ss00ss454p-pavejrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - Streling silver fenestra hoop earrings,http://store.jrdunn.com/product-p/ss00ss479-fenjrd.htm,ss00ss479-fenjrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane Small Fenestra pendant,http://store.jrdunn.com/product-p/ss00ss656-fenjrd.htm,ss00ss656-fenjrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - pendant enhancer - Sterling silver small fenestra pendant with pave diamonds .76tcw,http://store.jrdunn.com/product-p/ss00ss656-pavejrd.htm,ss00ss656-pavejrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - Sterling petite fenestra pendant with pave diamonds .36tcw,http://store.jrdunn.com/product-p/ss00ss659-pavejrd.htm,ss00ss659-pavejrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - Sterling silver column link ring with faceted blue topaz center,http://store.jrdunn.com/product-p/ss00ss302g-clr7.0jrd.htm,ss00ss302g-clr7.0jrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - Sterling silver column link ring with faceted lemon citrine,http://store.jrdunn.com/product-p/ss00ss302q-clr7.0jrd.htm,ss00ss302q-clr7.0jrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - Sterling silver column link ring with faceted white topaz,http://store.jrdunn.com/product-p/ss00ss302wh-clr7.0jrd.htm,ss00ss302wh-clr7.0jrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - Sterling silver column link earring with faceted blue topaz,http://store.jrdunn.com/product-p/ss00ss404g-clejrd.htm,ss00ss404g-clejrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - Sterling silver column link earring with faceted lemon citrine,http://store.jrdunn.com/product-p/ss00ss404q-clejrd.htm,ss00ss404q-clejrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - Sterling silver column earring with faceted white topaz,http://store.jrdunn.com/product-p/ss00ss404wh-clejrd.htm,ss00ss404wh-clejrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - Sterling silver column link pendant with faceted blue topaz,http://store.jrdunn.com/product-p/ss00ss609g-clpjrd.htm,ss00ss609g-clpjrd,"slane & slane jewely,blue topaz,enhancer"
Slane & Slane - Sterling silver column link pendant with faceted lemon citrine,http://store.jrdunn.com/product-p/ss00ss609q-clpjrd.htm,ss00ss609q-clpjrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - Sterling silver column pendant with faceted white topaz,http://store.jrdunn.com/product-p/ss00ss609wh-clpjrd.htm,ss00ss609wh-clpjrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - bracelet - 18kt Yellow gold column ridged oval hinged bangle,http://store.jrdunn.com/product-p/ss00sg114-rrbjrd.htm,ss00sg114-rrbjrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - bracelet - 18kt Yellow gold column smooth oval hinged bangle with pave diamond clasp .44tcw,http://store.jrdunn.com/product-p/ss00sg116-pcjrd.htm,ss00sg116-pcjrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane Column Earrings - 18kt Yellow gold beaded hoops with diamonds .60tcw,http://store.jrdunn.com/product-p/ss00sg412-pavejrd.htm,ss00sg412-pavejrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - 18kt Yellow gold single white oval pearl necklace with pave diamond 0.18tcw beaded toggle 18'' in length,http://store.jrdunn.com/product-p/ss00sg279p-wop1-18jrd.htm,ss00sg279p-wop1-18jrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane Earrings  - 18kt Yellow gold BEE earrings,http://store.jrdunn.com/product-p/ss00sg424-beejrd.htm,ss00sg424-beejrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - bracelet - 18kt Yellow gold long smooth oval link bracelet with pave diamond .18tw beaded toggle 7.5'' in length,http://store.jrdunn.com/product-p/ss00sg124-pbt7.5jrd.htm,ss00sg124-pbt7.5jrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - necklace - 18kt Yellow gold large open link necklace with pave diamond toggle 18'' in length,http://store.jrdunn.com/product-p/ss00sg207-pbt18jrd.htm,ss00sg207-pbt18jrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane Fenestra Ring - 18kt Yellow gold band,http://store.jrdunn.com/product-p/ss00sg356-fen7.0jrd.htm,ss00sg356-fen7.0jrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - 18kt Yellow gold fenestra wire earrings with diamond centers .20tcw,http://store.jrdunn.com/product-p/ss00sg444d-fenjrd.htm,ss00sg444d-fenjrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - pendant enhancer - 18kt Yellow Gold Small Fenestra Pendant with Pave Diamond 0.76tcw,http://store.jrdunn.com/product-p/ss00sg656-pavejrd.htm,ss00sg656-pavejrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - 18kt Yellow Gold Petite Fenestra Pendant,http://store.jrdunn.com/product-p/ss00sg659-fenjrd.htm,ss00sg659-fenjrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
"Slane & Slane - Smooth oval cable bracelet in sterling silver with small bee, rhea, and eros charms 7.5'' in length",http://store.jrdunn.com/product-p/ss00ss109-chm-1-7.5jrd.htm,ss00ss109-chm-1-7.5jrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
"Slane & Slane - Dogwood French Wire Earrings in 18Kt Gold with Pave Diamonds, approx. .16ct",http://store.jrdunn.com/product-p/ss00SG4501-DWJRD.htm,ss00SG4501-DWJRD,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
"Slane & Slane - Dogwood Earrings in Sterling Silver with Pave Diamonds, approx. .06ct",http://store.jrdunn.com/product-p/ss00SS4500JRD.htm,ss00SS4500JRD,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane Bee Pendant with Black Onyx Intaglio,http://store.jrdunn.com/product-p/ss00SS624X-BEE-3JRD.htm,ss00SS624X-BEE-3JRD,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - ring - Signature Pearl ring in 18kt yellow gold and sterling silver with pave diamonds .21tcw,http://store.jrdunn.com/product-p/ss00sm340prljrd.htm,ss00sm340prljrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling silver, pearl ring, pave diamond ring"
Slane & Slane - sterling silver - sea pod collection - bracelet - bangle - sea pod hinged,http://store.jrdunn.com/product-p/ss00ss1800-podjrd.htm,ss00ss1800-podjrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - sterling silver - sea pod collection - 16&quot; double strand black cotton cord with small beaded toggle,http://store.jrdunn.com/product-p/ss00ss2800-pod16jrd.htm,ss00ss2800-pod16jrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - sterling silver - signature collection - ring - band with pave diamonds,http://store.jrdunn.com/product-p/ss00ss3400d-sc7.0jrd.htm,ss00ss3400d-sc7.0jrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling silver, pearl ring, pave diamond ring"
Slane & Slane Signature Ring - 18kt Yellow Gold Band with Diamonds,http://store.jrdunn.com/product-p/ss00sg3400d-sc7.0jrd.htm,ss00sg3400d-sc7.0jrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling silver, pearl ring, pave diamond ring"
Slane & Slane - ring - sterling silver - 18k gold column medallion,http://store.jrdunn.com/product-p/ss00sm3200-cm7.0jrd.htm,ss00sm3200-cm7.0jrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - earrings - sterling silver - 18k gold column medallion omega pave diamonds,http://store.jrdunn.com/product-p/ss00sm4200d-cmjrd.htm,ss00sm4200d-cmjrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane -  pendant - sterling silver - 18k gold column medallion,http://store.jrdunn.com/product-p/ss00sm6200-cmjrd.htm,ss00sm6200-cmjrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - column medallion - necklace - 18&quot; medium smooth link with small pave diamonds beaded toggle,http://store.jrdunn.com/product-p/ss00ss205-1-pbt18jrd.htm,ss00ss205-1-pbt18jrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - feather collection - sterling silver - bracelet - feather link,http://store.jrdunn.com/product-p/ss00ss1882-ofr7.5jrd.htm,ss00ss1882-ofr7.5jrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
Slane & Slane - feather collection - sterling silver - ring - feather open,http://store.jrdunn.com/product-p/ss00ss3880-ofr7.0jrd.htm,ss00ss3880-ofr7.0jrd,"slane & slane jewely,silver,florida jeweler, palm beach jeweler, dallas jeweler, texas, beverly hills jewelry, jewelrey, jewry, chicago jeweler, los angeles jeweler, la jeweler, celebrity, zodiac, two toned, 18kt yellow gold  silver necklace, sterling sil"
