No.,Article Number,Article Title,Keyword,Client,Campaign Name,Editor,Copywriter,Article Type,Number of Words,Keyword Match in Content,Submit Date,Cost
98,H-14-9725-228478,Breathtaking Views at Maui's Kapalua Golf Club Plantation Course,"Kapalua Golf Club Plantation Course--Lahaina--HI--US--Near Landmark",Hipmunk,Lahaina--HI--US--Near Landmark,jobrian      4,lesliefloyd[1]      0      0,SHAREBAIT,400,0,2014-08-03 16:21:41,24
99,H-14-9725-228477,"Swim, Snorkel, and Surf in Maui's Honolua Bay","Honolua Bay--Lahaina--HI--US--Near Landmark",Hipmunk,Lahaina--HI--US--Near Landmark,jobrian      4,lesliefloyd[1]      0      0,SHAREBAIT,400,0,2014-08-03 15:06:40,24
100,H-14-9725-228476,Four Generations of Artists,"Costantino Art Gallery--Lahaina--HI--US--Near Landmark",Hipmunk,Lahaina--HI--US--Near Landmark,CHemmingsEdit      7,elaineheng[1]      1      1,SHAREBAIT,400,0,2014-08-03 19:17:49,24
101,H-14-9725-228475,"Beaches, Sea Turtles, and More","Black Rock--Lahaina--HI--US--Near Landmark",Hipmunk,Lahaina--HI--US--Near Landmark,CHemmingsEdit      7,elaineheng[1]      1      1,SHAREBAIT,400,0,2014-08-04 12:04:03,24
102,H-14-9725-228474,More to Maui than Sun and Sand,"Baldwin Home Museum--Lahaina--HI--US--Near Landmark",Hipmunk,Lahaina--HI--US--Near Landmark,CHemmingsEdit      7,elaineheng[1]      1      1,SHAREBAIT,400,0,2014-08-03 01:39:51,24
103,H-124-9728-228473,Stay at a Tranquil Maui Property,The Plantation Inn-id=233021,Hipmunk,Lahaina--HI--US--Hotel Properties,KaraParlinEditor      4,sszczerbiak[1]      2      0,Hipmunk Hotel Properties,100,0,2014-08-02 11:42:35,4
104,H-124-9728-228472,Stay on the Shores of Ka'anapali Beach,"Marriott's Maui Ocean Club - Molokai-id=275816",Hipmunk,Lahaina--HI--US--Hotel Properties,KaraParlinEditor      4,sszczerbiak[1]      2      0,Hipmunk Hotel Properties,100,0,2014-08-02 11:59:10,4
105,H-124-9728-228471,Check Into a Hawaiian Hideaway,"The Mauian - Boutique Beach Studios on Napili Bay-id=227234",Hipmunk,Lahaina--HI--US--Hotel Properties,KaraParlinEditor      4,sszczerbiak[1]      2      0,Hipmunk Hotel Properties,100,0,2014-08-02 12:18:53,4
106,H-124-9728-228470,Stay in a Historic Hawaiian Property,"Lahaina Inn-id=229432",Hipmunk,Lahaina--HI--US--Hotel Properties,KaraParlinEditor      4,sszczerbiak[1]      2      0,Hipmunk Hotel Properties,100,0,2014-08-02 12:29:49,4
107,H-124-9728-228469,Stay on Ka'anapali Beach,"Kaanapali Ocean Inn-id=250655",Hipmunk,Lahaina--HI--US--Hotel Properties,KaraParlinEditor      4,sszczerbiak[1]      2      0,Hipmunk Hotel Properties,249,0,2014-08-02 13:12:25,9.96
108,H-124-9728-228468,Budget and Family Friendly with Oceanfront Views,"Kaanapali Beach Hotel-id=204895",Hipmunk,Lahaina--HI--US--Hotel Properties,EMacEachernEdit      1,emilyscott[1]      0      0,Hipmunk Hotel Properties,306,0,2014-08-10 13:32:41,12.24
109,H-124-9728-228467,Elegant and Lavish Hawaiian Resort and Spa,"Hyatt Regency Maui Resort &amp; Spa-id=106035",Hipmunk,Lahaina--HI--US--Hotel Properties,EMacEachernEdit      1,emilyscott[1]      0      0,Hipmunk Hotel Properties,502,0,2014-08-07 10:31:35,20.08
110,H-124-9728-228466,Affordable and Secluded Hawaiian Resort,"Royal Lahaina Resort-id=128599",Hipmunk,Lahaina--HI--US--Hotel Properties,EMacEachernEdit      1,emilyscott[1]      0      0,Hipmunk Hotel Properties,502,0,2014-08-08 10:42:37,20.08
111,H-124-9728-228465,Luxurious and Affordable Oceanfront Resort,"Sheraton Maui Resort &amp; Spa-id=105794",Hipmunk,Lahaina--HI--US--Hotel Properties,EMacEachernEdit      1,emilyscott[1]      0      0,Hipmunk Hotel Properties,513,0,2014-08-06 10:24:49,20.52
112,H-124-9728-228464,Budget Friendly and Extravagant Hawaiian Resort,"The Westin Maui Resort &amp; Spa-id=116850",Hipmunk,Lahaina--HI--US--Hotel Properties,EMacEachernEdit      1,emilyscott[1]      0      0,Hipmunk Hotel Properties,502,0,2014-08-08 10:34:29,20.08
113,H-14-9736-228463,Romantic Retreat on a Budget,Romantic Hotels--Dallas--TX--US--Best Of,Hipmunk,Dallas--TX--US--Best Of,DHeuvelEdit      2,bonnielaquitara[1]      2      1,SHAREBAIT,750,0,2014-08-10 16:41:12,45
114,H-14-9736-228462,Stay in Luxury at Dallas' Golf and Country Club Hotels,"Golf Hotels--Dallas--TX--US--Best Of",Hipmunk,Dallas--TX--US--Best Of,JGabrielsonEdit      4,emilyrogers[1]      0      0,SHAREBAIT,750,0,2014-08-07 07:47:05,45
115,H-14-9736-228461,Enjoy Affordable Accommodations at Adventure Sport Hotels in Dallas,"Adventure Sport Hotels--Dallas--TX--US--Best Of",Hipmunk,Dallas--TX--US--Best Of,CBrittainEditor      7,robinraven[1]      0      0,SHAREBAIT,750,0,2014-08-04 02:37:42,45
116,H-14-9737-228460,Dallas-Fort Worth International Airport: Texas Portal to the Place Where 'Big Things Happen',Dallas-Fort Worth Intl.--Dallas--TX--US--Near Airport-id=504f9e4cbb290e74d0000603,Hipmunk,Dallas--TX--US--Near Airport,ABeckstettEdit      7,michaelvyskocil[1]      6      6,SHAREBAIT,500,0,2014-08-09 21:14:04,30
117,H-14-9738-228459,Expect Texas-Sized Hospitality When You Fly Into Dallas,Dallas--TX--US--Flight Destination,Hipmunk,Dallas--TX--US--Flight Destination,DMumpowerEdit      9,jacquelinethomas[1]      0      0,SHAREBAIT,750,0,2014-08-04 01:29:03,45
118,H-128-9745-228458,Wining and Dining Your Way to Discount Hotels in Dallas,Dallas--TX--US--Hotel Destination,Hipmunk,Dallas--TX--US--Hotel Destination,KZeedickEditor      5,andyhayes[1]      0      0,.20 Per Word,1250,0,2014-08-03 00:04:25,250
119,H-14-9741-228451,"Cheap Hotels in Frisco, Texas",Frisco--Dallas--TX--US--Near Neighborhood,Hipmunk,Dallas--TX--US--Near Neighborhood,KaraParlinEditor      4,edemeirow[1]      0      0,SHAREBAIT,300,0,2014-08-04 06:40:55,18
120,H-14-9741-228450,Stay Cheap in Downtown Dallas,"Downtown Dallas--Dallas--TX--US--Near Neighborhood",Hipmunk,Dallas--TX--US--Near Neighborhood,KaraParlinEditor      4,edemeirow[1]      0      0,SHAREBAIT,300,0,2014-08-04 05:19:29,18
121,H-14-9741-228449,Affordable Accommodations Near DFW,"Dallas-Fort Worth International Airport (DFW)--Dallas--TX--US--Near Neighborhood",Hipmunk,Dallas--TX--US--Near Neighborhood,KaraParlinEditor      4,edemeirow[1]      0      0,SHAREBAIT,300,0,2014-08-04 04:44:17,18
122,H-14-9741-228448,Opt for Convenience by Staying in South Arlington,"Arlington South--Dallas--TX--US--Near Neighborhood",Hipmunk,Dallas--TX--US--Near Neighborhood,CRodmanEditor      0,elissagilbert[1]      0      0,SHAREBAIT,300,0,2014-08-05 06:13:21,18
123,H-14-9741-228447,"Sports Buffs and Students Head to Arlington, Texas","Arlington--Dallas--TX--US--Near Neighborhood",Hipmunk,Dallas--TX--US--Near Neighborhood,CRodmanEditor      0,elissagilbert[1]      0      0,SHAREBAIT,300,0,2014-08-01 16:07:44,18
124,H-14-9741-228446,Sleep Where You Shop at the Addison Galleria,"Addison - Galleria--Dallas--TX--US--Near Neighborhood",Hipmunk,Dallas--TX--US--Near Neighborhood,CRodmanEditor      0,elissagilbert[1]      0      0,SHAREBAIT,300,0,2014-08-01 17:23:24,18
125,H-14-9695-228445,Sports History in the Heart of Memphis,Liberty Bowl Memorial Stadium--Memphis--TN--US--Near Landmark,Hipmunk,Memphis--TN--US--Near Landmark,JGabrielsonEdit      4,erincurtin[1]      3      3,SHAREBAIT,400,0,2014-08-01 15:51:47,24
126,H-14-9695-228444,Home of the Blues in Memphis,"Handy Park--Memphis--TN--US--Near Landmark",Hipmunk,Memphis--TN--US--Near Landmark,JGabrielsonEdit      4,erincurtin[1]      3      3,SHAREBAIT,400,0,2014-08-02 15:09:21,24
127,H-14-9695-228443,Open-Air Shopping Just Outside Memphis,"Carriage Crossing--Memphis--TN--US--Near Landmark",Hipmunk,Memphis--TN--US--Near Landmark,JGabrielsonEdit      4,erincurtin[1]      3      3,SHAREBAIT,400,0,2014-08-03 11:39:54,24
128,H-14-9695-228442,Blowin' the Blues Away on Beale Street,"Beale Street--Memphis--TN--US--Near Landmark",Hipmunk,Memphis--TN--US--Near Landmark,CBrittainEditor      7,monicawolyniec[1]      0      0,SHAREBAIT,400,0,2014-08-02 19:25:19,24
129,H-14-9695-228441,Watch Minor League Baseball in a Neo-Traditional Style State of The Art Facility,"AutoZone Park--Memphis--TN--US--Near Landmark",Hipmunk,Memphis--TN--US--Near Landmark,CRodmanEditor      0,elaineheng[1]      1      1,SHAREBAIT,400,0,2014-08-10 12:55:34,24
130,H-14-9695-228440,One of Memphis' Popular Local Art Museums,"Art Museum of the University of Memphis--Memphis--TN--US--Near Landmark",Hipmunk,Memphis--TN--US--Near Landmark,CRodmanEditor      0,elaineheng[1]      1      1,SHAREBAIT,400,0,2014-08-11 05:47:11,24
131,H-124-9743-228409,Affordable Luxury Hotel at the Galleria,Le Meridien Dallas by the Galleria-id=205881,Hipmunk,Dallas--TX--US--Top Hotel Properties,CMoriarityEdit      4,sandyjames[1]      0      0,Hipmunk Hotel Properties,300,0,2014-08-07 17:28:41,12
132,H-124-9743-228408,Bargain Prices at this North Dallas Hotel,"The Westin Dallas Park Central-id=145305",Hipmunk,Dallas--TX--US--Top Hotel Properties,CMoriarityEdit      4,sandyjames[1]      0      0,Hipmunk Hotel Properties,290,0,2014-08-10 17:14:06,11.6
133,H-124-9743-228407,Reasonably Priced Upscale Hotel in Dallas,"The Fairmont Dallas-id=115786",Hipmunk,Dallas--TX--US--Top Hotel Properties,CMoriarityEdit      4,sandyjames[1]      0      0,Hipmunk Hotel Properties,297,0,2014-08-10 11:35:48,11.88
134,H-124-9743-228406,A Fantastic Deal in the Heart of Dallas,"Magnolia Hotel Dallas-id=150511",Hipmunk,Dallas--TX--US--Top Hotel Properties,CMoriarityEdit      4,sandyjames[1]      0      0,Hipmunk Hotel Properties,299,0,2014-08-08 11:04:46,11.96
135,H-124-9743-228405,Bargain Priced All Suite Hotel in Downtown Dallas,"Sheraton Suites Market Center-id=124521",Hipmunk,Dallas--TX--US--Top Hotel Properties,CMoriarityEdit      4,sandyjames[1]      0      0,Hipmunk Hotel Properties,297,0,2014-08-09 10:33:50,11.88
136,H-124-9743-228404,Low-Cost Dallas Resort near the Downtown Area,"Hilton Anatole-id=115100",Hipmunk,Dallas--TX--US--Top Hotel Properties,JGabrielsonEdit      4,tamilamcdonald[1]      0      0,Hipmunk Hotel Properties,301,0,2014-08-04 03:26:19,12.04
137,H-124-9743-228403,Budget-Friendly Dallas Airport Hotel,"Hyatt Regency DFW-id=139601",Hipmunk,Dallas--TX--US--Top Hotel Properties,JGabrielsonEdit      4,tamilamcdonald[1]      0      0,Hipmunk Hotel Properties,303,0,2014-08-04 03:21:26,12.12
138,H-124-9743-228402,Inexpensive Dallas Hotel in the Business District,"Adolphus Hotel-id=122878",Hipmunk,Dallas--TX--US--Top Hotel Properties,JGabrielsonEdit      4,tamilamcdonald[1]      0      0,Hipmunk Hotel Properties,307,0,2014-08-04 03:29:17,12.28
139,H-124-9743-228401,Affordable Downtown Dallas Luxury Hotel,"Omni Dallas Hotel-id=385870",Hipmunk,Dallas--TX--US--Top Hotel Properties,JGabrielsonEdit      4,tamilamcdonald[1]      0      0,Hipmunk Hotel Properties,303,0,2014-08-04 03:31:26,12.12
140,H-124-9743-228400,Cheap Dallas Hotel in the Art District,"Sheraton Dallas Hotel-id=129710",Hipmunk,Dallas--TX--US--Top Hotel Properties,JGabrielsonEdit      4,tamilamcdonald[1]      0      0,Hipmunk Hotel Properties,308,0,2014-08-04 03:33:47,12.32
141,H-14-9751-228396,The Best Hotels Near the Denver Airport,Denver Intl.--Denver--CO--US--Near Airport-id=504f9e4cbb290e74d0000603,Hipmunk,Denver--CO--US--Near Airport,KZeedickEditor      5,emilycrone[1]      2      1,SHAREBAIT,500,0,2014-08-02 17:08:10,30
142,H-14-9752-228395,What You Can Expect When You Fly Into Denver,Denver--CO--US--Flight Destination,Hipmunk,Denver--CO--US--Flight Destination,NHollandEditor      1,cczajkowski[1]      3      3,SHAREBAIT,750,0,2014-08-05 21:15:42,45
143,H-128-9757-228394,"Finding Rock-Bottom Deals in Denver, the Mile High City",Denver--CO--US--Hotel Destination,Hipmunk,Denver--CO--US--Hotel Destination,DBararEditor      4,andyhayes[1]      0      0,.20 Per Word,1250,0,2014-08-02 21:19:32,250
144,H-14-9753-228393,Enjoy the Great Outdoors at the Aurora Reservoir,Aurora Reservoir--Denver--CO--US--Near Landmark-id=51804d54a0a9940deb002e3c,Hipmunk,Denver--CO--US--Near Landmark,CBrittainEditor      7,sabahkarimi[1]      5      5,SHAREBAIT,400,0,2014-08-11 10:55:01,24
145,H-14-9753-228392,Educational and Cultural Tours at the Aurora History Museum,"Aurora History Museum--Denver--CO--US--Near Landmark",Hipmunk,Denver--CO--US--Near Landmark,CBrittainEditor      7,sabahkarimi[1]      5      5,SHAREBAIT,400,0,2014-08-11 10:31:23,24
146,H-14-9753-228391,Budget Hotels Near the Astor House Museum,"Astor House Museum--Denver--CO--US--Near Landmark",Hipmunk,Denver--CO--US--Near Landmark,CBrittainEditor      7,sabahkarimi[1]      5      5,SHAREBAIT,400,0,2014-08-11 10:01:55,24
147,H-14-9753-228390,Stay Close to the Anschutz Medical Campus,"Anschutz Medical Campus--Denver--CO--US--Near Landmark",Hipmunk,Denver--CO--US--Near Landmark,JamesMonroeEdit      6,chrisbacke[1]      0      0,SHAREBAIT,400,0,2014-08-04 23:54:36,24
148,H-14-9753-228389,Finding a Hotel Near the Playhouse Shouldn't be a Mystery,"Adams Mystery Playhouse--Denver--CO--US--Near Landmark-id=52091102a0a994176a00008c",Hipmunk,Denver--CO--US--Near Landmark,JamesMonroeEdit      6,chrisbacke[1]      0      0,SHAREBAIT,400,0,2014-08-05 00:16:22,24
149,H-14-9753-228388,See the Best of Downtown Denver!,"16th Street Mall--Denver--CO--US--Near Landmark-id=52091102a0a994176a00008d",Hipmunk,Denver--CO--US--Near Landmark,JamesMonroeEdit      6,chrisbacke[1]      0      0,SHAREBAIT,400,0,2014-08-05 00:25:41,24
150,H-14-9754-228387,Stay in Downtown Denver to be a Mile High in the Center of the City,Downtown Denver--Denver--CO--US--Near Neighborhood,Hipmunk,Denver--CO--US--Near Neighborhood,KKaradzaEditor      2,elissagilbert[1]      0      0,SHAREBAIT,300,0,2014-08-05 07:57:13,18
151,H-14-9754-228386,Hotels at Denver International Airport are Convenient for a Quick Visit,"Denver International Airport (DEN)--Denver--CO--US--Near Neighborhood",Hipmunk,Denver--CO--US--Near Neighborhood,KKaradzaEditor      2,elissagilbert[1]      0      0,SHAREBAIT,300,0,2014-08-07 08:24:59,18
152,H-14-9754-228385,"Shop, Study, and Play When You Stay in Cherry Creek","Cherry Creek - Glendale--Denver--CO--US--Near Neighborhood",Hipmunk,Denver--CO--US--Near Neighborhood,KKaradzaEditor      2,elissagilbert[1]      0      0,SHAREBAIT,300,0,2014-08-05 14:43:13,18
153,H-14-9754-228384,"Business Meets Pleasure in Centennial, Colorado","Centennial - Tech Center--Denver--CO--US--Near Neighborhood",Hipmunk,Denver--CO--US--Near Neighborhood,ABeckstettEdit      7,emilyrogers[1]      0      0,SHAREBAIT,300,0,2014-08-03 18:19:20,18
154,H-14-9754-228383,"Take a Hike to Castle Rock, Colorado","Castle Rock--Denver--CO--US--Near Neighborhood",Hipmunk,Denver--CO--US--Near Neighborhood,ABeckstettEdit      7,emilyrogers[1]      0      0,SHAREBAIT,300,0,2014-08-05 09:13:00,18
155,H-14-9754-228382,"History Meets Entertainment in Aurora, Colorado","Aurora--Denver--CO--US--Near Neighborhood",Hipmunk,Denver--CO--US--Near Neighborhood,ABeckstettEdit      7,emilyrogers[1]      0      0,SHAREBAIT,300,0,2014-08-03 19:02:50,18
156,H-124-9763-228340,Affordable Hollywood Hotel,Hollywood Best Inn-id=179679,Hipmunk,Hollywood--CA--US--Hotel Properties,ShandaSilerEdit      2,sandymitchell[1]      0      0,Hipmunk Hotel Properties,99,0,2014-08-04 07:49:36,3.96
157,H-124-9763-228339,Affordable Hollywood Fun,"Quality Inn Near Hollywood Walk of Fame-id=151541",Hipmunk,Hollywood--CA--US--Hotel Properties,ShandaSilerEdit      2,sandymitchell[1]      0      0,Hipmunk Hotel Properties,100,0,2014-08-04 07:48:32,4
158,H-124-9763-228338,Affordable Sunset Boulevard Hotel,"Rodeway Inn Hollywood-id=219504",Hipmunk,Hollywood--CA--US--Hotel Properties,ShandaSilerEdit      2,sandymitchell[1]      0      0,Hipmunk Hotel Properties,100,0,2014-08-04 08:06:23,4
159,H-124-9763-228337,Budget Chic in the Heart of Hollywood,"Hollywood Liberty Hotel-id=230452",Hipmunk,Hollywood--CA--US--Hotel Properties,ShandaSilerEdit      2,sandymitchell[1]      0      0,Hipmunk Hotel Properties,94,0,2014-08-06 20:10:02,3.76
160,H-124-9763-228336,Live the Hollywood Legend at the Redbury,"The Redbury @ Hollywood and Vine-id=358969",Hipmunk,Hollywood--CA--US--Hotel Properties,ShandaSilerEdit      2,sandymitchell[1]      0      0,Hipmunk Hotel Properties,186,0,2014-08-04 08:36:07,7.44
161,H-124-9763-228335,Budget Family Friendly Hotel in Hollywood,"Dunes Inn Sunset-id=260534",Hipmunk,Hollywood--CA--US--Hotel Properties,KZeedickEditor      5,kathykaradza[1]      0      0,Hipmunk Hotel Properties,196,0,2014-08-08 09:03:21,7.84
162,H-124-9763-228334,Budget Boutique Hotel in Hollywood,"The BLVD Hotel &amp; Suites-id=188408",Hipmunk,Hollywood--CA--US--Hotel Properties,KZeedickEditor      5,kathykaradza[1]      0      0,Hipmunk Hotel Properties,197,0,2014-08-07 19:39:26,7.88
163,H-124-9763-228333,Affordable Accommodations in the Heart of Hollywood,"Highland Gardens Hotel-id=163477",Hipmunk,Hollywood--CA--US--Hotel Properties,KZeedickEditor      5,kathykaradza[1]      0      0,Hipmunk Hotel Properties,194,0,2014-08-07 20:42:31,7.76
164,H-124-9763-228332,Budget Motel in Hollywood's Business District,"Comfort Inn Near Hollywood Walk of Fame-id=266030",Hipmunk,Hollywood--CA--US--Hotel Properties,KZeedickEditor      5,kathykaradza[1]      0      0,Hipmunk Hotel Properties,198,0,2014-08-08 09:23:53,7.92
165,H-14-9759-228330,"North Perry Airport: Gateway to Bustling Beach Attractions in Hollywood, Florida",North Perry Airport--Hollywood--CA--US--Near Airport,Hipmunk,Hollywood--CA--US--Near Airport,ShandaSilerEdit      2,michaelvyskocil[1]      6      6,SHAREBAIT,500,0,2014-08-02 17:36:29,30
166,H-14-9758-228329,Strike a Great Deal on a Hollywood Business Hotel,Business Hotels--Hollywood--CA--US--Best Of,Hipmunk,Hollywood--CA--US--Best Of,CMoriarityEdit      4,cthongkham[1]      5      5,SHAREBAIT,750,0,2014-08-04 03:25:04,45
167,H-14-9758-228328,Live Like a Movie Star at a Pet-Friendly Hollywood Hotel,"Pet-friendly Hotels--Hollywood--CA--US--Best Of",Hipmunk,Hollywood--CA--US--Best Of,CMoriarityEdit      4,cthongkham[1]      5      5,SHAREBAIT,750,0,2014-08-04 03:27:07,45
168,H-14-9758-228327,Indulge in Some Retail Therapy at a Hollywood Shopping Hotel,"Shopping Hotels--Hollywood--CA--US--Best Of",Hipmunk,Hollywood--CA--US--Best Of,CMoriarityEdit      4,cthongkham[1]      5      5,SHAREBAIT,750,0,2014-08-04 03:21:00,45
169,H-128-9766-228326,Experience the Glitz and Glamor of Hollywood on a Budget,Hollywood--CA--US--Hotel Destination,Hipmunk,Hollywood--CA--US--Hotel Destination,KatGrayEditor      6,erinmcneaney[1]      0      0,.25 Per Word,1250,0,2014-08-03 03:30:47,312.5
170,H-14-9760-228325,Travelling to Tinseltown: Hollywood Flight Destination Guide,Hollywood--CA--US--Flight Destination,Hipmunk,Hollywood--CA--US--Flight Destination,NHollandEditor      1,alishasmith[1]      1      1,SHAREBAIT,750,0,2014-08-05 15:44:09,45
171,H-124-9764-228319,Value Suites in the Heart of Hollywood,Hollywood Orchid Suites-id=121152,Hipmunk,Hollywood--CA--US--Top Hotel Properties,MeganTilleyEdit      0,donnasundblad[1]      0      0,Hipmunk Hotel Properties,251,0,2014-08-01 12:59:48,10.04
172,H-124-9764-228318,Best Western Hollywood Plaza Inn Downtown Hollywood,"Best Western Hollywood Plaza Inn-id=179679",Hipmunk,Hollywood--CA--US--Top Hotel Properties,MeganTilleyEdit      0,donnasundblad[1]      0      0,Hipmunk Hotel Properties,252,0,2014-08-01 19:32:33,10.08
173,H-124-9764-228317,Hollywood Celebrity Hotel Offers Historical Charm,"Hollywood Celebrity Hotel-id=111678",Hipmunk,Hollywood--CA--US--Top Hotel Properties,MeganTilleyEdit      0,donnasundblad[1]      0      0,Hipmunk Hotel Properties,250,0,2014-08-04 06:23:53,10
174,H-124-9764-228316,A Haven in Hollywood,"Magic Castle Hotel-id=136008",Hipmunk,Hollywood--CA--US--Top Hotel Properties,MeganTilleyEdit      0,matthewpotter[1]      0      0,Hipmunk Hotel Properties,271,0,2014-08-08 15:13:53,10.84
175,H-124-9764-228315,Budget-Friendly Stopover in Tinsletown,"Days Inn Hollywood/ Near Universal Studios-id=130722",Hipmunk,Hollywood--CA--US--Top Hotel Properties,MeganTilleyEdit      0,matthewpotter[1]      0      0,Hipmunk Hotel Properties,311,0,2014-08-08 15:20:33,12.44
176,H-124-9764-228314,Cheap Family Friendly Hotel Near Attractions,"Hilton Garden Inn Los Angeles/Hollywood-id=163463",Hipmunk,Hollywood--CA--US--Top Hotel Properties,AlexStrineEdit      9,sandyjames[1]      0      0,Hipmunk Hotel Properties,297,0,2014-08-02 10:46:50,11.88
177,H-124-9764-228313,Inexpensive Luxury Hotel on Hollywood and Vine,"W Hollywood-id=335297",Hipmunk,Hollywood--CA--US--Top Hotel Properties,AlexStrineEdit      9,sandyjames[1]      0      0,Hipmunk Hotel Properties,297,0,2014-08-02 13:49:33,11.88
